UserID,CourseID,CourseName,CourseCategory,CourseLevel,CourseRating,TransactionDate,Amount
U00011,CR00025,Statistical Analysis,Data Science,Beginner,3.74,2025-09-24,299.57
U00011,CR00053,React for Beginners,Web Development,Advanced,2.67,2025-03-28,0.0
U00012,CR00040,Leadership in Projects,Project Management,Beginner,1.51,2025-09-14,327.99
U00012,CR00008,Photoshop Mastery,Design,Advanced,1.52,2025-09-08,0.0
U00013,CR00021,Data Analysis with Python,Data Science,Intermediate,3.6,2025-12-22,0.0
U00013,CR00060,Content Creation,Digital Marketing,Beginner,2.14,2025-11-26,0.0
U00013,CR00039,Project Planning,Project Management,Advanced,1.23,2025-11-08,346.71
U00013,CR00012,Business Strategy,Business,Advanced,3.64,2025-10-29,487.92
U00013,CR00003,C++ for Beginners,Programming,Beginner,3.85,2025-10-05,0.0
U00013,CR00032,Ethical Hacking,Cybersecurity,Advanced,2.38,2025-09-29,0.0
U00013,CR00056,Google Ads Mastery,Digital Marketing,Advanced,3.15,2025-08-28,212.39
U00013,CR00023,Machine Learning Fundamentals,Data Science,Intermediate,3.02,2025-06-28,0.0
U00013,CR00029,Natural Language Processing,Machine Learning,Beginner,1.13,2025-06-24,0.0
U00013,CR00026,Intro to Machine Learning,Machine Learning,Intermediate,4.73,2025-06-13,0.0
U00013,CR00054,Backend Development with Node.js,Web Development,Beginner,3.32,2025-06-03,0.0
U00013,CR00055,Full-Stack Web Development,Web Development,Advanced,4.74,2025-04-07,57.32
U00013,CR00040,Leadership in Projects,Project Management,Beginner,1.51,2025-03-26,327.99
U00013,CR00030,Reinforcement Learning,Machine Learning,Intermediate,1.73,2025-01-20,0.0
U00014,CR00027,Neural Networks,Machine Learning,Advanced,1.81,2025-04-11,0.0
U00015,CR00040,Leadership in Projects,Project Management,Beginner,1.51,2025-12-22,327.99
U00015,CR00050,Computer Vision,Artificial Intelligence,Beginner,4.55,2025-12-02,490.9
U00015,CR00038,Risk Management,Project Management,Intermediate,4.84,2025-11-22,342.61
U00015,CR00034,Data Encryption,Cybersecurity,Intermediate,1.35,2025-11-20,394.26
U00015,CR00041,Financial Accounting,Finance,Beginner,2.47,2025-10-29,53.86
U00015,CR00019,Content Marketing,Marketing,Advanced,2.98,2025-07-14,0.0
U00015,CR00045,Financial Modeling,Finance,Advanced,1.59,2025-04-27,0.0
U00015,CR00023,Machine Learning Fundamentals,Data Science,Intermediate,3.02,2025-02-20,0.0
U00015,CR00046,AI for Beginners,Artificial Intelligence,Beginner,1.2,2025-02-19,248.1
U00015,CR00058,Social Media Strategy,Digital Marketing,Beginner,4.44,2025-02-09,0.0
U00015,CR00030,Reinforcement Learning,Machine Learning,Intermediate,1.73,2025-02-02,0.0
U00015,CR00052,JavaScript Mastery,Web Development,Beginner,2.2,2025-01-30,0.0
U00015,CR00004,Advanced Python,Programming,Beginner,2.88,2025-01-26,0.0
U00015,CR00057,SEO for E-commerce,Digital Marketing,Advanced,3.89,2025-01-16,177.34
U00016,CR00017,SEO Mastery,Marketing,Advanced,4.79,2025-09-27,0.0
U00017,CR00059,Affiliate Marketing,Digital Marketing,Intermediate,4.66,2025-11-26,0.0
U00017,CR00001,Python Basics,Programming,Beginner,4.74,2025-05-19,472.28
U00017,CR00050,Computer Vision,Artificial Intelligence,Beginner,4.55,2025-02-02,490.9
U00018,CR00040,Leadership in Projects,Project Management,Beginner,1.51,2025-12-13,327.99
U00018,CR00021,Data Analysis with Python,Data Science,Intermediate,3.6,2025-12-10,0.0
U00018,CR00026,Intro to Machine Learning,Machine Learning,Intermediate,4.73,2025-11-22,0.0
U00018,CR00043,Corporate Finance,Finance,Beginner,4.14,2025-10-29,0.0
U00018,CR00010,3D Modeling,Design,Advanced,4.45,2025-09-28,0.0
U00018,CR00035,Cyber Threat Intelligence,Cybersecurity,Beginner,4.94,2025-09-26,0.0
U00018,CR00033,Cybersecurity Fundamentals,Cybersecurity,Intermediate,3.93,2025-08-15,0.0
U00018,CR00056,Google Ads Mastery,Digital Marketing,Advanced,3.15,2025-07-27,212.39
U00018,CR00048,AI Ethics,Artificial Intelligence,Beginner,3.64,2025-06-27,0.0
U00018,CR00030,Reinforcement Learning,Machine Learning,Intermediate,1.73,2025-06-10,0.0
U00018,CR00046,AI for Beginners,Artificial Intelligence,Beginner,1.2,2025-05-22,248.1
U00018,CR00047,Natural Language Processing,Artificial Intelligence,Intermediate,2.68,2025-04-21,89.59
U00018,CR00001,Python Basics,Programming,Beginner,4.74,2025-03-24,472.28
U00018,CR00024,Big Data Analytics,Data Science,Advanced,2.57,2025-01-25,117.68
U00018,CR00029,Natural Language Processing,Machine Learning,Beginner,1.13,2025-01-20,0.0
U00018,CR00045,Financial Modeling,Finance,Advanced,1.59,2025-01-12,0.0
U00019,CR00009,Web Design Fundamentals,Design,Beginner,4.51,2025-11-10,0.0
U00020,CR00004,Advanced Python,Programming,Beginner,2.88,2025-07-17,0.0
U00021,CR00032,Ethical Hacking,Cybersecurity,Advanced,2.38,2025-05-08,0.0
U00021,CR00057,SEO for E-commerce,Digital Marketing,Advanced,3.89,2025-04-08,177.34
U00022,CR00036,Agile Project Management,Project Management,Beginner,4.68,2025-05-20,0.0
U00023,CR00009,Web Design Fundamentals,Design,Beginner,4.51,2025-06-14,0.0
U00024,CR00033,Cybersecurity Fundamentals,Cybersecurity,Intermediate,3.93,2025-09-27,0.0
U00025,CR00044,Personal Finance,Finance,Intermediate,2.75,2025-08-18,119.04
U00025,CR00019,Content Marketing,Marketing,Advanced,2.98,2025-06-03,0.0
U00025,CR00004,Advanced Python,Programming,Beginner,2.88,2025-03-26,0.0
U00025,CR00027,Neural Networks,Machine Learning,Advanced,1.81,2025-01-04,0.0
U00026,CR00040,Leadership in Projects,Project Management,Beginner,1.51,2025-11-06,327.99
U00027,CR00032,Ethical Hacking,Cybersecurity,Advanced,2.38,2025-10-08,0.0
U00027,CR00037,Scrum Essentials,Project Management,Intermediate,3.45,2025-07-25,0.0
U00028,CR00003,C++ for Beginners,Programming,Beginner,3.85,2025-10-23,0.0
U00028,CR00010,3D Modeling,Design,Advanced,4.45,2025-08-12,0.0
U00028,CR00042,Investment Strategies,Finance,Intermediate,4.1,2025-06-30,0.0
U00028,CR00043,Corporate Finance,Finance,Beginner,4.14,2025-06-17,0.0
U00028,CR00045,Financial Modeling,Finance,Advanced,1.59,2025-06-15,0.0
U00028,CR00001,Python Basics,Programming,Beginner,4.74,2025-06-11,472.28
U00028,CR00018,Social Media Marketing,Marketing,Advanced,2.01,2025-05-09,0.0
U00028,CR00040,Leadership in Projects,Project Management,Beginner,1.51,2025-05-06,327.99
U00028,CR00031,Network Security,Cybersecurity,Intermediate,1.91,2025-04-20,0.0
U00028,CR00021,Data Analysis with Python,Data Science,Intermediate,3.6,2025-04-17,0.0
U00028,CR00056,Google Ads Mastery,Digital Marketing,Advanced,3.15,2025-03-04,212.39
U00028,CR00029,Natural Language Processing,Machine Learning,Beginner,1.13,2025-01-11,0.0
U00029,CR00011,Entrepreneurship 101,Business,Intermediate,2.69,2025-07-09,326.02
U00030,CR00037,Scrum Essentials,Project Management,Intermediate,3.45,2025-11-15,0.0
U00031,CR00052,JavaScript Mastery,Web Development,Beginner,2.2,2025-10-21,0.0
U00032,CR00015,Leadership Essentials,Business,Beginner,1.96,2025-04-10,285.05
U00033,CR00006,Graphic Design Basics,Design,Advanced,2.72,2025-02-02,276.37
U00034,CR00043,Corporate Finance,Finance,Beginner,4.14,2025-07-02,0.0
U00034,CR00046,AI for Beginners,Artificial Intelligence,Beginner,1.2,2025-04-20,248.1
U00035,CR00028,Deep Learning,Machine Learning,Advanced,3.89,2025-05-17,0.78
U00036,CR00003,C++ for Beginners,Programming,Beginner,3.85,2025-11-01,0.0
U00037,CR00045,Financial Modeling,Finance,Advanced,1.59,2025-11-12,0.0
U00037,CR00032,Ethical Hacking,Cybersecurity,Advanced,2.38,2025-02-28,0.0
U00038,CR00033,Cybersecurity Fundamentals,Cybersecurity,Intermediate,3.93,2025-08-24,0.0
U00039,CR00039,Project Planning,Project Management,Advanced,1.23,2025-03-01,346.71
U00040,CR00003,C++ for Beginners,Programming,Beginner,3.85,2025-05-13,0.0
U00041,CR00058,Social Media Strategy,Digital Marketing,Beginner,4.44,2025-06-10,0.0
U00041,CR00011,Entrepreneurship 101,Business,Intermediate,2.69,2025-05-28,326.02
U00042,CR00047,Natural Language Processing,Artificial Intelligence,Intermediate,2.68,2025-10-27,89.59
U00043,CR00040,Leadership in Projects,Project Management,Beginner,1.51,2025-08-29,327.99
U00044,CR00025,Statistical Analysis,Data Science,Beginner,3.74,2025-05-19,299.57
U00045,CR00056,Google Ads Mastery,Digital Marketing,Advanced,3.15,2025-12-06,212.39
U00045,CR00020,Email Marketing,Marketing,Intermediate,4.11,2025-09-29,0.0
U00045,CR00028,Deep Learning,Machine Learning,Advanced,3.89,2025-09-27,0.78
U00045,CR00030,Reinforcement Learning,Machine Learning,Intermediate,1.73,2025-09-18,0.0
U00045,CR00035,Cyber Threat Intelligence,Cybersecurity,Beginner,4.94,2025-07-27,0.0
U00045,CR00004,Advanced Python,Programming,Beginner,2.88,2025-07-20,0.0
U00045,CR00045,Financial Modeling,Finance,Advanced,1.59,2025-07-10,0.0
U00045,CR00043,Corporate Finance,Finance,Beginner,4.14,2025-05-06,0.0
U00045,CR00036,Agile Project Management,Project Management,Beginner,4.68,2025-04-28,0.0
U00045,CR00038,Risk Management,Project Management,Intermediate,4.84,2025-04-14,342.61
U00045,CR00037,Scrum Essentials,Project Management,Intermediate,3.45,2025-04-13,0.0
U00045,CR00040,Leadership in Projects,Project Management,Beginner,1.51,2025-03-07,327.99
U00045,CR00022,Data Visualization,Data Science,Beginner,3.65,2025-03-02,0.0
U00045,CR00011,Entrepreneurship 101,Business,Intermediate,2.69,2025-01-05,326.02
U00046,CR00008,Photoshop Mastery,Design,Advanced,1.52,2025-11-25,0.0
U00046,CR00029,Natural Language Processing,Machine Learning,Beginner,1.13,2025-05-22,0.0
U00047,CR00021,Data Analysis with Python,Data Science,Intermediate,3.6,2025-09-05,0.0
U00048,CR00022,Data Visualization,Data Science,Beginner,3.65,2025-11-19,0.0
U00048,CR00010,3D Modeling,Design,Advanced,4.45,2025-11-01,0.0
U00048,CR00032,Ethical Hacking,Cybersecurity,Advanced,2.38,2025-10-11,0.0
U00048,CR00031,Network Security,Cybersecurity,Intermediate,1.91,2025-09-18,0.0
U00048,CR00009,Web Design Fundamentals,Design,Beginner,4.51,2025-09-17,0.0
U00048,CR00003,C++ for Beginners,Programming,Beginner,3.85,2025-08-25,0.0
U00048,CR00055,Full-Stack Web Development,Web Development,Advanced,4.74,2025-08-18,57.32
U00048,CR00029,Natural Language Processing,Machine Learning,Beginner,1.13,2025-06-27,0.0
U00048,CR00060,Content Creation,Digital Marketing,Beginner,2.14,2025-06-15,0.0
U00048,CR00037,Scrum Essentials,Project Management,Intermediate,3.45,2025-05-25,0.0
U00048,CR00025,Statistical Analysis,Data Science,Beginner,3.74,2025-05-08,299.57
U00048,CR00016,Digital Marketing,Marketing,Intermediate,4.72,2025-03-21,0.0
U00048,CR00007,UI/UX Design,Design,Advanced,2.61,2025-01-17,0.0
U00049,CR00037,Scrum Essentials,Project Management,Intermediate,3.45,2025-04-29,0.0
U00050,CR00007,UI/UX Design,Design,Advanced,2.61,2025-08-14,0.0
U00051,CR00009,Web Design Fundamentals,Design,Beginner,4.51,2025-07-25,0.0
U00052,CR00028,Deep Learning,Machine Learning,Advanced,3.89,2025-09-15,0.78
U00053,CR00041,Financial Accounting,Finance,Beginner,2.47,2025-12-18,53.86
U00054,CR00050,Computer Vision,Artificial Intelligence,Beginner,4.55,2025-03-12,490.9
U00055,CR00006,Graphic Design Basics,Design,Advanced,2.72,2025-12-16,276.37
U00055,CR00050,Computer Vision,Artificial Intelligence,Beginner,4.55,2025-11-05,490.9
U00055,CR00014,Sales Mastery,Business,Advanced,3.15,2025-09-21,0.0
U00055,CR00051,HTML & CSS,Web Development,Advanced,1.3,2025-09-14,37.89
U00055,CR00039,Project Planning,Project Management,Advanced,1.23,2025-08-03,346.71
U00055,CR00048,AI Ethics,Artificial Intelligence,Beginner,3.64,2025-07-06,0.0
U00055,CR00018,Social Media Marketing,Marketing,Advanced,2.01,2025-07-03,0.0
U00055,CR00016,Digital Marketing,Marketing,Intermediate,4.72,2025-06-02,0.0
U00055,CR00008,Photoshop Mastery,Design,Advanced,1.52,2025-05-20,0.0
U00055,CR00057,SEO for E-commerce,Digital Marketing,Advanced,3.89,2025-05-17,177.34
U00055,CR00044,Personal Finance,Finance,Intermediate,2.75,2025-05-13,119.04
U00055,CR00058,Social Media Strategy,Digital Marketing,Beginner,4.44,2025-04-29,0.0
U00055,CR00033,Cybersecurity Fundamentals,Cybersecurity,Intermediate,3.93,2025-04-13,0.0
U00055,CR00007,UI/UX Design,Design,Advanced,2.61,2025-04-11,0.0
U00055,CR00037,Scrum Essentials,Project Management,Intermediate,3.45,2025-02-18,0.0
U00055,CR00019,Content Marketing,Marketing,Advanced,2.98,2025-01-09,0.0
U00056,CR00007,UI/UX Design,Design,Advanced,2.61,2025-08-09,0.0
U00056,CR00004,Advanced Python,Programming,Beginner,2.88,2025-06-08,0.0
U00057,CR00012,Business Strategy,Business,Advanced,3.64,2025-06-10,487.92
U00058,CR00024,Big Data Analytics,Data Science,Advanced,2.57,2025-04-10,117.68
U00059,CR00009,Web Design Fundamentals,Design,Beginner,4.51,2025-08-21,0.0
U00060,CR00003,C++ for Beginners,Programming,Beginner,3.85,2025-12-01,0.0
U00060,CR00048,AI Ethics,Artificial Intelligence,Beginner,3.64,2025-11-10,0.0
U00060,CR00041,Financial Accounting,Finance,Beginner,2.47,2025-08-25,53.86
U00060,CR00042,Investment Strategies,Finance,Intermediate,4.1,2025-08-13,0.0
U00061,CR00031,Network Security,Cybersecurity,Intermediate,1.91,2025-05-05,0.0
U00062,CR00003,C++ for Beginners,Programming,Beginner,3.85,2025-11-26,0.0
U00063,CR00025,Statistical Analysis,Data Science,Beginner,3.74,2025-02-03,299.57
U00063,CR00004,Advanced Python,Programming,Beginner,2.88,2025-01-22,0.0
U00064,CR00006,Graphic Design Basics,Design,Advanced,2.72,2025-09-08,276.37
U00065,CR00053,React for Beginners,Web Development,Advanced,2.67,2025-01-15,0.0
U00066,CR00040,Leadership in Projects,Project Management,Beginner,1.51,2025-04-12,327.99
U00067,CR00044,Personal Finance,Finance,Intermediate,2.75,2025-11-06,119.04
U00068,CR00037,Scrum Essentials,Project Management,Intermediate,3.45,2025-03-29,0.0
U00069,CR00007,UI/UX Design,Design,Advanced,2.61,2025-08-24,0.0
U00069,CR00026,Intro to Machine Learning,Machine Learning,Intermediate,4.73,2025-02-16,0.0
U00070,CR00016,Digital Marketing,Marketing,Intermediate,4.72,2025-10-12,0.0
U00070,CR00059,Affiliate Marketing,Digital Marketing,Intermediate,4.66,2025-05-11,0.0
U00071,CR00027,Neural Networks,Machine Learning,Advanced,1.81,2025-11-16,0.0
U00071,CR00018,Social Media Marketing,Marketing,Advanced,2.01,2025-11-04,0.0
U00071,CR00015,Leadership Essentials,Business,Beginner,1.96,2025-10-16,285.05
U00071,CR00052,JavaScript Mastery,Web Development,Beginner,2.2,2025-08-05,0.0
U00071,CR00002,Java Programming,Programming,Intermediate,2.43,2025-06-09,0.0
U00071,CR00031,Network Security,Cybersecurity,Intermediate,1.91,2025-06-07,0.0
U00071,CR00019,Content Marketing,Marketing,Advanced,2.98,2025-05-19,0.0
U00071,CR00005,Full Stack Development,Programming,Beginner,1.28,2025-03-28,0.0
U00071,CR00023,Machine Learning Fundamentals,Data Science,Intermediate,3.02,2025-03-23,0.0
U00071,CR00048,AI Ethics,Artificial Intelligence,Beginner,3.64,2025-03-18,0.0
U00071,CR00025,Statistical Analysis,Data Science,Beginner,3.74,2025-03-02,299.57
U00071,CR00054,Backend Development with Node.js,Web Development,Beginner,3.32,2025-02-26,0.0
U00071,CR00055,Full-Stack Web Development,Web Development,Advanced,4.74,2025-01-27,57.32
U00071,CR00003,C++ for Beginners,Programming,Beginner,3.85,2025-01-19,0.0
U00072,CR00011,Entrepreneurship 101,Business,Intermediate,2.69,2025-04-16,326.02
U00073,CR00028,Deep Learning,Machine Learning,Advanced,3.89,2025-06-23,0.78
U00074,CR00050,Computer Vision,Artificial Intelligence,Beginner,4.55,2025-11-13,490.9
U00074,CR00005,Full Stack Development,Programming,Beginner,1.28,2025-11-02,0.0
U00074,CR00001,Python Basics,Programming,Beginner,4.74,2025-06-04,472.28
U00075,CR00010,3D Modeling,Design,Advanced,4.45,2025-11-12,0.0
U00076,CR00029,Natural Language Processing,Machine Learning,Beginner,1.13,2025-12-29,0.0
U00076,CR00001,Python Basics,Programming,Beginner,4.74,2025-08-28,472.28
U00076,CR00013,Finance for Startups,Business,Advanced,2.0,2025-08-04,0.0
U00076,CR00009,Web Design Fundamentals,Design,Beginner,4.51,2025-07-11,0.0
U00077,CR00020,Email Marketing,Marketing,Intermediate,4.11,2025-08-30,0.0
U00078,CR00020,Email Marketing,Marketing,Intermediate,4.11,2025-04-09,0.0
U00079,CR00035,Cyber Threat Intelligence,Cybersecurity,Beginner,4.94,2025-10-04,0.0
U00080,CR00004,Advanced Python,Programming,Beginner,2.88,2025-05-21,0.0
U00081,CR00008,Photoshop Mastery,Design,Advanced,1.52,2025-07-09,0.0
U00082,CR00036,Agile Project Management,Project Management,Beginner,4.68,2025-06-30,0.0
U00083,CR00028,Deep Learning,Machine Learning,Advanced,3.89,2025-12-08,0.78
U00083,CR00049,Deep Learning,Artificial Intelligence,Intermediate,3.11,2025-11-26,415.51
U00083,CR00047,Natural Language Processing,Artificial Intelligence,Intermediate,2.68,2025-11-19,89.59
U00083,CR00040,Leadership in Projects,Project Management,Beginner,1.51,2025-11-15,327.99
U00083,CR00046,AI for Beginners,Artificial Intelligence,Beginner,1.2,2025-11-07,248.1
U00083,CR00029,Natural Language Processing,Machine Learning,Beginner,1.13,2025-09-30,0.0
U00083,CR00053,React for Beginners,Web Development,Advanced,2.67,2025-09-22,0.0
U00083,CR00044,Personal Finance,Finance,Intermediate,2.75,2025-09-21,119.04
U00083,CR00054,Backend Development with Node.js,Web Development,Beginner,3.32,2025-09-09,0.0
U00083,CR00017,SEO Mastery,Marketing,Advanced,4.79,2025-08-26,0.0
U00083,CR00024,Big Data Analytics,Data Science,Advanced,2.57,2025-07-28,117.68
U00083,CR00033,Cybersecurity Fundamentals,Cybersecurity,Intermediate,3.93,2025-06-08,0.0
U00083,CR00020,Email Marketing,Marketing,Intermediate,4.11,2025-05-18,0.0
U00083,CR00002,Java Programming,Programming,Intermediate,2.43,2025-01-11,0.0
U00083,CR00038,Risk Management,Project Management,Intermediate,4.84,2025-01-06,342.61
U00084,CR00040,Leadership in Projects,Project Management,Beginner,1.51,2025-02-11,327.99
U00085,CR00005,Full Stack Development,Programming,Beginner,1.28,2025-12-30,0.0
U00085,CR00006,Graphic Design Basics,Design,Advanced,2.72,2025-12-25,276.37
U00085,CR00035,Cyber Threat Intelligence,Cybersecurity,Beginner,4.94,2025-11-11,0.0
U00085,CR00004,Advanced Python,Programming,Beginner,2.88,2025-07-12,0.0
U00085,CR00040,Leadership in Projects,Project Management,Beginner,1.51,2025-06-17,327.99
U00085,CR00053,React for Beginners,Web Development,Advanced,2.67,2025-06-15,0.0
U00085,CR00050,Computer Vision,Artificial Intelligence,Beginner,4.55,2025-04-17,490.9
U00085,CR00041,Financial Accounting,Finance,Beginner,2.47,2025-04-11,53.86
U00085,CR00002,Java Programming,Programming,Intermediate,2.43,2025-03-01,0.0
U00085,CR00031,Network Security,Cybersecurity,Intermediate,1.91,2025-02-16,0.0
U00085,CR00033,Cybersecurity Fundamentals,Cybersecurity,Intermediate,3.93,2025-02-02,0.0
U00085,CR00043,Corporate Finance,Finance,Beginner,4.14,2025-01-09,0.0
U00085,CR00032,Ethical Hacking,Cybersecurity,Advanced,2.38,2025-01-01,0.0
U00086,CR00002,Java Programming,Programming,Intermediate,2.43,2025-11-21,0.0
U00086,CR00019,Content Marketing,Marketing,Advanced,2.98,2025-10-02,0.0
U00086,CR00041,Financial Accounting,Finance,Beginner,2.47,2025-07-04,53.86
U00086,CR00013,Finance for Startups,Business,Advanced,2.0,2025-06-13,0.0
U00087,CR00020,Email Marketing,Marketing,Intermediate,4.11,2025-09-02,0.0
U00087,CR00026,Intro to Machine Learning,Machine Learning,Intermediate,4.73,2025-06-18,0.0
U00087,CR00036,Agile Project Management,Project Management,Beginner,4.68,2025-05-29,0.0
U00088,CR00048,AI Ethics,Artificial Intelligence,Beginner,3.64,2025-01-26,0.0
U00089,CR00026,Intro to Machine Learning,Machine Learning,Intermediate,4.73,2025-05-16,0.0
U00090,CR00037,Scrum Essentials,Project Management,Intermediate,3.45,2025-11-17,0.0
U00091,CR00043,Corporate Finance,Finance,Beginner,4.14,2025-10-30,0.0
U00092,CR00022,Data Visualization,Data Science,Beginner,3.65,2025-08-29,0.0
U00092,CR00017,SEO Mastery,Marketing,Advanced,4.79,2025-06-27,0.0
U00092,CR00046,AI for Beginners,Artificial Intelligence,Beginner,1.2,2025-06-07,248.1
U00092,CR00039,Project Planning,Project Management,Advanced,1.23,2025-06-02,346.71
U00093,CR00015,Leadership Essentials,Business,Beginner,1.96,2025-06-23,285.05
U00094,CR00025,Statistical Analysis,Data Science,Beginner,3.74,2025-02-11,299.57
U00095,CR00046,AI for Beginners,Artificial Intelligence,Beginner,1.2,2025-06-06,248.1
U00096,CR00030,Reinforcement Learning,Machine Learning,Intermediate,1.73,2025-11-27,0.0
U00096,CR00058,Social Media Strategy,Digital Marketing,Beginner,4.44,2025-10-14,0.0
U00096,CR00029,Natural Language Processing,Machine Learning,Beginner,1.13,2025-06-02,0.0
U00096,CR00023,Machine Learning Fundamentals,Data Science,Intermediate,3.02,2025-05-23,0.0
U00097,CR00027,Neural Networks,Machine Learning,Advanced,1.81,2025-07-10,0.0
U00097,CR00032,Ethical Hacking,Cybersecurity,Advanced,2.38,2025-07-07,0.0
U00098,CR00010,3D Modeling,Design,Advanced,4.45,2025-05-26,0.0
U00099,CR00025,Statistical Analysis,Data Science,Beginner,3.74,2025-08-22,299.57
U00100,CR00060,Content Creation,Digital Marketing,Beginner,2.14,2025-09-21,0.0
U00101,CR00047,Natural Language Processing,Artificial Intelligence,Intermediate,2.68,2025-03-07,89.59
U00102,CR00025,Statistical Analysis,Data Science,Beginner,3.74,2025-10-01,299.57
U00103,CR00013,Finance for Startups,Business,Advanced,2.0,2025-02-16,0.0
U00104,CR00041,Financial Accounting,Finance,Beginner,2.47,2025-10-29,53.86
U00105,CR00025,Statistical Analysis,Data Science,Beginner,3.74,2025-07-21,299.57
U00106,CR00055,Full-Stack Web Development,Web Development,Advanced,4.74,2025-12-01,57.32
U00106,CR00060,Content Creation,Digital Marketing,Beginner,2.14,2025-10-22,0.0
U00107,CR00003,C++ for Beginners,Programming,Beginner,3.85,2025-07-26,0.0
U00108,CR00054,Backend Development with Node.js,Web Development,Beginner,3.32,2025-08-16,0.0
U00108,CR00007,UI/UX Design,Design,Advanced,2.61,2025-01-04,0.0
U00109,CR00007,UI/UX Design,Design,Advanced,2.61,2025-12-10,0.0
U00109,CR00020,Email Marketing,Marketing,Intermediate,4.11,2025-12-06,0.0
U00109,CR00003,C++ for Beginners,Programming,Beginner,3.85,2025-11-19,0.0
U00109,CR00012,Business Strategy,Business,Advanced,3.64,2025-10-21,487.92
U00109,CR00009,Web Design Fundamentals,Design,Beginner,4.51,2025-09-23,0.0
U00109,CR00018,Social Media Marketing,Marketing,Advanced,2.01,2025-08-17,0.0
U00109,CR00040,Leadership in Projects,Project Management,Beginner,1.51,2025-08-08,327.99
U00109,CR00022,Data Visualization,Data Science,Beginner,3.65,2025-06-02,0.0
U00109,CR00002,Java Programming,Programming,Intermediate,2.43,2025-04-26,0.0
U00109,CR00041,Financial Accounting,Finance,Beginner,2.47,2025-04-15,53.86
U00109,CR00035,Cyber Threat Intelligence,Cybersecurity,Beginner,4.94,2025-03-18,0.0
U00109,CR00060,Content Creation,Digital Marketing,Beginner,2.14,2025-03-04,0.0
U00109,CR00054,Backend Development with Node.js,Web Development,Beginner,3.32,2025-02-21,0.0
U00109,CR00023,Machine Learning Fundamentals,Data Science,Intermediate,3.02,2025-02-11,0.0
U00110,CR00012,Business Strategy,Business,Advanced,3.64,2025-12-05,487.92
U00111,CR00060,Content Creation,Digital Marketing,Beginner,2.14,2025-06-28,0.0
U00112,CR00010,3D Modeling,Design,Advanced,4.45,2025-12-26,0.0
U00112,CR00034,Data Encryption,Cybersecurity,Intermediate,1.35,2025-12-25,394.26
