UserID,total_enrollments,num_categories,avg_course_per_category,enrollment_span_days,enrollment_frequency,preferred_category,preferred_level,avg_course_rating_enrolled,avg_spend,pct_paid,recency_days,beginner_share,intermediate_share,advanced_share,cat_share_Artificial_Intelligence,cat_share_Business,cat_share_Cybersecurity,cat_share_Data_Science,cat_share_Design,cat_share_Digital_Marketing,cat_share_Finance,cat_share_Machine_Learning,cat_share_Marketing,cat_share_Programming,cat_share_Project_Management,cat_share_Web_Development,Age,Gender,cluster,cluster_name,viz_x,viz_y
U00027,2,2,1.0,75,0.8,Project Management/Cybersecurity,Intermediate/Advanced,2.915,0.0,0.0,84,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,31,Male,3,Intermediate Value Seekers,-0.06223005661344553,-1.268731515421962
U00028,12,9,1.3333333333333333,285,1.263157894736842,Finance,Beginner,3.0150000000000006,84.38833333333334,0.25,69,0.4166666666666667,0.25,0.3333333333333333,0.0,0.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.25,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.0,30,Female,2,Power Learners,3.190540637573509,-0.9276355194735989
U00029,1,1,1.0,0,1.0,Business,Intermediate,2.69,326.02,1.0,175,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,Male,1,Advanced Single-Shot Learners,-0.53019136205143,2.2400980783289857
U00030,1,1,1.0,0,1.0,Project Management,Intermediate,3.45,0.0,0.0,46,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,34,Male,3,Intermediate Value Seekers,-1.2855848433715167,-0.18998180412492607
U00031,1,1,1.0,0,1.0,Web Development,Beginner,2.2,0.0,0.0,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30,Male,4,Beginner Explorers,-1.2340017576378906,0.087701675310735
U00032,1,1,1.0,0,1.0,Business,Beginner,1.96,285.05,1.0,265,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,Male,1,Advanced Single-Shot Learners,-0.6605688414260918,3.323173466346311
U00033,1,1,1.0,0,1.0,Design,Advanced,2.72,276.37,1.0,332,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,Male,1,Advanced Single-Shot Learners,-1.217256689114829,1.2642281523482375
U00034,2,2,1.0,73,0.8219178082191781,Finance/Artificial Intelligence,Beginner,2.67,124.05,0.5,182,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,32,Female,0,Premium Explorers,0.7434119552535798,1.776888526899471
U00035,1,1,1.0,0,1.0,Machine Learning,Advanced,3.89,0.78,1.0,228,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,32,Male,1,Advanced Single-Shot Learners,-1.6029450630350301,0.005714961335607153
U00036,1,1,1.0,0,1.0,Programming,Beginner,3.85,0.0,0.0,60,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,24,Female,4,Beginner Explorers,-1.2324924813968832,-0.03197269663552915
U00037,2,2,1.0,257,0.23346303501945526,Cybersecurity/Finance,Advanced,1.9849999999999999,0.0,0.0,49,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,31,Female,1,Advanced Single-Shot Learners,0.1985443619889684,-1.8021941699860666
U00038,1,1,1.0,0,1.0,Cybersecurity,Intermediate,3.93,0.0,0.0,129,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,Male,3,Intermediate Value Seekers,-1.8375856726341118,-1.5521168476074303
U00039,1,1,1.0,0,1.0,Project Management,Advanced,1.23,346.71,1.0,305,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16,Female,1,Advanced Single-Shot Learners,-0.8091259243033054,2.9363421710392954
U00040,1,1,1.0,0,1.0,Programming,Beginner,3.85,0.0,0.0,232,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15,Male,4,Beginner Explorers,-1.8144986561600975,0.23568756149812103
U00041,2,2,1.0,13,2.0,Digital Marketing/Business,Beginner/Intermediate,3.5650000000000004,163.01,0.5,204,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,19,Female,4,Beginner Explorers,0.4143005889760446,1.1240914906356083
U00042,1,1,1.0,0,1.0,Artificial Intelligence,Intermediate,2.68,89.59,1.0,65,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,Male,0,Premium Explorers,-0.11535025080854087,2.623972757886075
U00043,1,1,1.0,0,1.0,Project Management,Beginner,1.51,327.99,1.0,124,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,31,Male,4,Beginner Explorers,-0.18685225552826032,3.4897753344774487
U00044,1,1,1.0,0,1.0,Data Science,Beginner,3.74,299.57,1.0,226,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,Male,4,Beginner Explorers,-0.6856827373605979,2.7483953872859592
U00045,14,9,1.5555555555555556,335,1.2537313432835822,Project Management,Beginner,3.375,86.41357142857143,0.35714285714285715,25,0.42857142857142855,0.35714285714285715,0.21428571428571427,0.0,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.0,0.07142857142857142,0.14285714285714285,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.2857142857142857,0.0,23,Female,2,Power Learners,3.5425116454167265,-0.6502387004112673
U00046,2,2,1.0,187,0.32085561497326204,Machine Learning/Design,Beginner/Advanced,1.325,0.0,0.0,36,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,29,Female,1,Advanced Single-Shot Learners,0.2404989240284734,-1.5832283546360624
U00047,1,1,1.0,0,1.0,Data Science,Intermediate,3.6,0.0,0.0,117,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,Male,3,Intermediate Value Seekers,-1.628752099408443,-0.7454670282383588
U00048,13,9,1.4444444444444444,306,1.2745098039215688,Design,Beginner,3.3292307692307697,27.45307692307692,0.15384615384615385,42,0.46153846153846156,0.23076923076923078,0.3076923076923077,0.0,0.0,0.15384615384615385,0.15384615384615385,0.23076923076923078,0.07692307692307693,0.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,19,Male,2,Power Learners,3.146651215449823,-1.3683470986084614
U00049,1,1,1.0,0,1.0,Project Management,Intermediate,3.45,0.0,0.0,246,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,32,Male,3,Intermediate Value Seekers,-1.9500932051479782,0.09385398963301708
U00050,1,1,1.0,0,1.0,Design,Advanced,2.61,0.0,0.0,139,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,Male,1,Advanced Single-Shot Learners,-1.7085902562991617,-1.4452432519706924
U00051,1,1,1.0,0,1.0,Design,Beginner,4.51,0.0,0.0,159,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,Female,4,Beginner Explorers,-1.7322421158289947,-0.7755392411012766
U00052,1,1,1.0,0,1.0,Machine Learning,Advanced,3.89,0.78,1.0,107,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25,Female,1,Advanced Single-Shot Learners,-1.1703900740763804,-0.16242322281714527
U00053,1,1,1.0,0,1.0,Finance,Beginner,2.47,53.86,1.0,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34,Female,4,Beginner Explorers,-0.230511092208287,1.8546563680210628
U00054,1,1,1.0,0,1.0,Artificial Intelligence,Beginner,4.55,490.9,1.0,294,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,Female,0,Premium Explorers,-0.5182263379380352,3.9310480494437043
U00055,16,9,1.7777777777777777,341,1.407624633431085,Marketing/Design,Advanced,3.055625,90.51562499999999,0.375,15,0.1875,0.25,0.5625,0.125,0.0625,0.0625,0.0,0.1875,0.125,0.0625,0.0,0.1875,0.0,0.125,0.0625,31,Female,2,Power Learners,3.71077228302895,-1.0072971339914354
U00056,2,2,1.0,62,0.9677419354838709,Programming/Design,Beginner/Advanced,2.745,0.0,0.0,144,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,22,Female,4,Beginner Explorers,-0.17543235116963374,-1.098529490974748
U00057,1,1,1.0,0,1.0,Business,Advanced,3.64,487.92,1.0,204,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,Male,1,Advanced Single-Shot Learners,-0.5033659665516215,2.283159911252926
U00058,1,1,1.0,0,1.0,Data Science,Advanced,2.57,117.68,1.0,265,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,Female,1,Advanced Single-Shot Learners,-0.9753220901667502,1.8693659923272257
U00059,1,1,1.0,0,1.0,Design,Beginner,4.51,0.0,0.0,132,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,Male,4,Beginner Explorers,-1.6621127682103958,-0.8025795916543962
U00060,4,3,1.3333333333333333,110,1.090909090909091,Finance,Beginner,3.515,13.465,0.25,30,0.75,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.25,0.0,0.0,26,Male,2,Power Learners,1.46305044757137,-0.00782508936328489
U00061,1,1,1.0,0,1.0,Cybersecurity,Intermediate,1.91,0.0,0.0,240,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,Female,3,Intermediate Value Seekers,-2.1299155085032235,-1.1750601279944872
U00062,1,1,1.0,0,1.0,Programming,Beginner,3.85,0.0,0.0,35,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28,Female,4,Beginner Explorers,-1.1542703935138585,-0.07402349426697842
U00063,2,2,1.0,12,2.0,Programming/Data Science,Beginner,3.31,149.785,0.5,331,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,34,Female,4,Beginner Explorers,-0.01919205237289667,1.6541473233054191
U00064,1,1,1.0,0,1.0,Design,Advanced,2.72,276.37,1.0,114,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,Female,1,Advanced Single-Shot Learners,-0.4805286504190314,0.9338440968985516
U00065,1,1,1.0,0,1.0,Web Development,Advanced,2.67,0.0,0.0,350,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29,Male,1,Advanced Single-Shot Learners,-2.2486190369160517,-0.4365624454063089
U00066,1,1,1.0,0,1.0,Project Management,Beginner,1.51,327.99,1.0,263,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26,Female,4,Beginner Explorers,-0.6240969912148912,3.6825628588249955
U00067,1,1,1.0,0,1.0,Finance,Intermediate,2.75,119.04,1.0,55,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28,Female,3,Intermediate Value Seekers,-0.4185687493927967,1.158072863927453
U00068,1,1,1.0,0,1.0,Project Management,Intermediate,3.45,0.0,0.0,277,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,32,Male,3,Intermediate Value Seekers,-2.0534922283633565,0.1373053082634639
U00069,2,2,1.0,189,0.31746031746031744,Design/Machine Learning,Intermediate/Advanced,3.67,0.0,0.0,129,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,27,Female,1,Advanced Single-Shot Learners,-0.2047879784758565,-2.152786752125557
U00070,2,2,1.0,154,0.3896103896103896,Digital Marketing/Marketing,Intermediate,4.6899999999999995,0.0,0.0,80,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,25,Female,3,Intermediate Value Seekers,-0.06149165607704261,-2.3405852505743123
U00071,14,8,1.75,301,1.3953488372093024,Web Development/Programming,Beginner,2.7778571428571426,45.85285714285715,0.21428571428571427,45,0.5,0.21428571428571427,0.2857142857142857,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.14285714285714285,0.0,0.0,0.0,0.07142857142857142,0.14285714285714285,0.21428571428571427,0.0,0.21428571428571427,30,Female,2,Power Learners,3.2855124158525424,-0.8994522016708282
U00072,1,1,1.0,0,1.0,Business,Intermediate,2.69,326.02,1.0,259,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,Female,1,Advanced Single-Shot Learners,-0.7736577755165385,2.3698133767717886
U00073,1,1,1.0,0,1.0,Machine Learning,Advanced,3.89,0.78,1.0,191,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16,Male,1,Advanced Single-Shot Learners,-1.4588764410023922,-0.018108643376376212
U00074,3,2,1.5,162,0.5555555555555555,Programming,Beginner,3.5233333333333334,321.06,0.6666666666666666,48,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,19,Male,4,Beginner Explorers,1.6630663802280143,1.784706357942741
U00075,1,1,1.0,0,1.0,Design,Advanced,4.45,0.0,0.0,49,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,Male,1,Advanced Single-Shot Learners,-1.4434811006199801,-1.758907085401262
U00076,4,4,1.0,171,0.7017543859649122,Programming/Design/Business/Machine Learning,Beginner,3.0949999999999998,118.07,0.25,2,0.75,0.0,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.0,34,Male,2,Power Learners,1.9986603887845393,-0.15345126501137646
U00077,1,1,1.0,0,1.0,Marketing,Intermediate,4.11,0.0,0.0,123,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20,Male,3,Intermediate Value Seekers,-1.76146229138602,-2.318914024601911
U00078,1,1,1.0,0,1.0,Marketing,Intermediate,4.11,0.0,0.0,266,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,32,Female,3,Intermediate Value Seekers,-2.2339967764567463,-2.1503098779619996
U00079,1,1,1.0,0,1.0,Cybersecurity,Beginner,4.94,0.0,0.0,88,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,Male,4,Beginner Explorers,-1.56623273603378,-0.8323620944189488
U00080,1,1,1.0,0,1.0,Programming,Beginner,2.88,0.0,0.0,224,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,35,Female,4,Beginner Explorers,-1.7677274779440184,0.28763758960212704
U00081,1,1,1.0,0,1.0,Design,Advanced,1.52,0.0,0.0,175,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,Female,1,Advanced Single-Shot Learners,-1.7601779273758908,-1.2568016809907403
U00082,1,1,1.0,0,1.0,Project Management,Beginner,4.68,0.0,0.0,184,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,31,Male,4,Beginner Explorers,-1.6223346530386396,0.7489348830365682
U00083,15,9,1.6666666666666667,336,1.3392857142857144,Artificial Intelligence,Intermediate,2.995333333333334,110.75333333333333,0.5333333333333333,23,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.2,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.13333333333333333,16,Male,2,Power Learners,3.734889280482057,-0.4093392929201582
U00084,1,1,1.0,0,1.0,Project Management,Beginner,1.51,327.99,1.0,323,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20,Male,4,Beginner Explorers,-0.8364056673292557,3.7879806489837957
U00085,13,7,1.8571428571428572,363,1.0743801652892562,Cybersecurity,Beginner,2.9084615384615384,88.39384615384614,0.3076923076923077,1,0.5384615384615384,0.23076923076923078,0.23076923076923078,0.07692307692307693,0.0,0.3076923076923077,0.0,0.07692307692307693,0.0,0.15384615384615385,0.0,0.0,0.23076923076923078,0.07692307692307693,0.07692307692307693,22,Female,2,Power Learners,3.359626705902418,-0.6103990616325685
U00086,4,4,1.0,161,0.7453416149068324,Finance/Business/Marketing/Programming,Advanced,2.47,13.465,0.25,40,0.25,0.25,0.5,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.0,0.0,27,Female,2,Power Learners,1.5923312379269194,-0.893535901207228
U00087,3,3,1.0,96,0.9375,Machine Learning/Project Management/Marketing,Intermediate,4.506666666666667,0.0,0.0,120,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,19,Female,3,Intermediate Value Seekers,0.33382512597662245,-1.8046471805345496
U00088,1,1,1.0,0,1.0,Artificial Intelligence,Beginner,3.64,0.0,0.0,339,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,Male,0,Premium Explorers,-1.8692454940013021,1.5628146916370915
